A,B
"[-0.41733579245973, -0.39103987333058, 0.60286624904899, -0.27801754065155, 0.14660565894013, -0.01724788979152, -0.04405554549749, 0.28207753076225, -0.11006780180446, 0.05666304579896, 0.83767777281241, 0.37506745512169, 0.12099524260344, -0.00556964703657, 0.01153578407626, 1.24377738466315, -0.23177948184693, -0.67672703373882]",48
"[-0.12054312026354, -0.48217521908535, 0.06643598324248, -0.04213268871711, -0.33860433346355, 0.07684546477216, 0.29797636888215, 1.42205999314716, -0.46644927203071, -1.45444207780494, -0.76189566094805, 0.72981039630993, -0.50597465570298, -0.46401636525691, -0.39704454867958, 1.26479515531323, -0.29926395029382, -0.75869660549029]",24
"[-0.52975522320967, -0.39956476739648, 0.67347874287985, -0.10154222560871, 0.03995775396776, 0.01938831022653, -0.43554576329847, 1.42211238705118, -0.99966547721773, -0.19392419618, 0.90932828527871, 0.34936005014076, 0.12588818822013, -0.02122418676521, -0.00390922324585, 1.32390538204551, -0.2518358592233, -0.69157866135449]",44
"[-0.05383807705982, -0.62667893647368, -0.31458978856588, 0.2129792182276, 0.42078132769585, -0.10001272657356, 0.51701787385779, 1.30218359673085, -1.55723853856092, -1.45944573389096, 0.0260421215826, 0.7133914967052, -0.33442837755801, 0.11377378445422, -0.66136508884556, 0.43956941898128, 0.19662089362674, -0.17226013757649]",20
"[-0.24431078794493, 0.13965569217617, -0.00349527644546, -0.07213145604171, 0.23828735495336, 0.72478097515981, -0.73071513798083, 1.16137503077067, -0.40979008031486, -0.87031231270755, 1.18440027800613, 0.75296015391858, 0.09711929649403, -0.1255138706321, 0.02617447434634, 1.39597027658077, -0.2957431639954, -0.70957324833129]",54
"[0.33104704342061, 0.09513436033776, 0.6305010530406, 0.38959524987319, 0.03222096628815, 0.09910656419105, -0.63345559989918, -0.01200073327288, 0.0774468056165, -1.52531993121492, -0.61113093956041, -0.21198272060911, 0.438845455648, 0.07395517962087, 0.15060085229392, 1.18613714187966, 0.06180858436185, -0.3241799248403]",12
"[-0.08839898783161, -0.5021080856558, 0.04112160274274, 0.03584019006901, 0.01801565586579, 0.00214361494316, 0.61636214601946, 1.52417487817864, -0.90938910591209, -1.71767614704475, 0.14170318050443, 0.992617608637, -0.77900740821229, -0.09893168925302, -0.28687673987458, 1.02958355107801, -0.40939184460358, -0.53572638737587]",20
"[-0.30835098831274, -0.6604271568268, 0.08348596248921, 0.226928644394, 0.37943760764187, -0.0311076243807, 0.08810254910022, 0.54611510463063, 0.34815422263598, -1.30311769692881, -1.05709057286302, 0.35252752844333, 0.08783350513789, -0.14309747443406, -0.0583453403559, 1.40018539957665, -0.2915179772897, -0.70934797334126]",52
"[-0.2596529492194, -0.09242746302497, 0.41726310633905, -0.00623846991197, 0.55660027169992, 0.23471451559515, -0.14521014815132, -0.15375953238377, 0.18895829137654, -0.81272055038017, -0.97903231641688, 0.44502511226713, -0.44360920350263, -0.08528817824316, -0.05778856276689, 1.25421191622916, -0.09932358714976, -0.91578750634489]",24
"[-0.53238475408727, -0.34928501569636, 0.6109022554229, 0.04307895109884, 0.38532659733402, 0.05453302517659, 0.81706831926515, 0.90879363518177, 0.07133669550491, -1.4637933765675, -0.81214993053897, 0.65451068313405, -0.03306084950133, -0.03401982428685, 0.28664468233708, 1.52508777187646, -0.33200787370507, -0.48908730353184]",46
"[-0.3083518954969, -0.66042733096116, 0.08348859318201, 0.22692876646498, 0.37943767811871, -0.03110815632736, 0.08810497558449, 0.54611871065806, 0.34815779912205, -1.30311764665156, -1.05709511989111, 0.35252573369787, 0.08783352228019, -0.14309802812187, -0.05834623548246, 1.40018630952494, -0.29151764788714, -0.70934867183371]",42
"[-0.29729767534188, -0.25763602052348, 0.67856053312823, -0.07062108542101, -0.27247346288827, 0.01155451128398, 0.42705440137361, 0.11659731497283, -0.58771594285936, -1.76203273397898, -0.94280059517485, 1.71290198123096, -0.06367758965488, -0.06523013417752, 0.64965244479751, 0.57786345838848, -0.42328782634407, -1.12050781634486]",42
"[-0.10361055517848, -0.59508199909794, -0.19567370984233, 0.15370765681434, 0.34234082783929, -0.05232629390953, 0.56299155716641, 1.16297920693598, -1.90696514104383, -1.81688479442759, 0.16637712992568, 1.11618592007728, -0.4651438262716, -0.04501482582324, -0.1611174291899, 0.79304769730699, 0.1706901254883, -0.34216003028704]",30
"[0.08606538781993, -0.46886375279798, -0.10182410465815, 0.0816175196467, -0.0583240850515, 0.01386300163888, -0.29521688958952, 0.25202196402315, 0.0022985001814, -2.36620457830863, 0.06420048067942, 1.28073943367068, -0.05720092802576, 0.04279893084966, -0.04573248145917, 0.52167726391995, -0.18271026401885, -1.12863670540156]",22
"[-0.29729716590087, -0.25763548746005, 0.67856105086566, -0.0706210203514, -0.27247306396002, 0.01155404108059, 0.42706122018255, 0.11660031297116, -0.58771494614755, -1.76203101156688, -0.94279922938974, 1.71290044722197, -0.06367723456539, -0.06523202484829, 0.64965153360912, 0.57786233448939, -0.42328820376304, -1.12050862614262]",42
"[0.02539533371196, -0.224511876315, 0.52285670820792, -0.01270879944406, 0.0630018586495, -0.00408385331949, 0.08956868241977, 0.16194653323097, -0.44578494790623, -0.841048758063, -0.81919253141498, 1.97570673149476, -0.00483275408029, -0.01886919235765, -0.02387409393857, -0.08839346540751, -0.15662380590559, -0.39653529549809]",24
"[-0.41732682704989, -0.39103902988586, 0.60285769005638, -0.27802969349744, 0.14661450074488, -0.01725058281445, -0.04405371961423, 0.28205987352314, -0.11005203714267, 0.05664750749301, 0.83767308127015, 0.37506836649391, 0.12099475625985, -0.00556855009823, 0.01153750580639, 1.24377418321456, -0.23177942875672, -0.67672493640487]",48
"[0.55389290916642, -0.27056129084865, -0.23349776391092, 0.10405354180178, -0.16962297266883, 0.01104544270049, -0.03540240427031, 1.24020545227261, -1.32716480465606, -2.25213776224247, -0.14392342822345, 1.06860759340118, -0.24691456182088, 0.14537745023483, 0.1004875747272, 1.20364644742913, -0.18417598247616, -0.81509609772915]",32
"[-0.06109980917896, -0.49472600401238, -0.31080165600842, 0.11117338422804, -0.50981827693634, 0.38684439162931, -0.43322374709006, -0.48819330712008, -0.1972944065581, -0.97919072157437, -0.58143477792507, -0.4238269197372, -0.32928897883684, 0.11318202684962, 0.01898367049128, 1.12031530175085, -0.16649875194774, -0.91596092564569]",24
"[-0.26738392504045, -0.42137304965485, 0.38080268603849, -0.32980201066499, 0.10977660534836, -0.02334983883962, -0.74305443349133, 1.45072700483665, -0.69538143022414, -0.60206002641072, 0.78415234718223, 0.26117408402817, 0.05566271231337, -0.11413433085588, -0.22321705551624, 0.31259162601109, 0.50536232409388, 0.05633570851009]",56
"[-0.37233988988111, -0.37488580952779, 0.61598043616957, 0.12865672803831, -0.11391940664298, 0.06637920125754, -0.23494684426952, 1.57726064185334, -0.49476572083786, -0.9241434666692, 0.72486421915607, -0.22641448347322, -0.49765935045968, 0.36494302748448, 0.48557052684006, 1.25630839839919, -0.09381884946557, -0.73357597914992]",44
"[0.19627263101963, 0.02371220836017, 0.77624180463328, -0.09576888241026, -0.17839097903705, 0.01448289781128, 0.10502102738773, 1.65584108266777, -0.75174476611859, -2.0404650335792, 0.09411552135202, 0.88275634371321, 0.00845219347664, -0.49017665905944, 0.23741193264145, 0.57268451171003, -0.14785291537211, -0.08336055843402]",14
"[-0.23187828993053, -0.59634534291075, -0.32502307465904, 0.14282648081594, -0.22966254606662, 0.70963314952384, 0.00685702916413, 0.07785980903895, 0.02212443787587, 0.15244453514038, 0.53900894706354, 0.55520484167371, 0.08146293482675, -0.15533703716161, 0.03822118972076, 1.11954221192154, -0.03999719013736, -0.59130282985547]",42
"[0.21023570749245, -0.31154383827197, 0.19808278489984, 0.13944937794905, 0.17715276813038, -0.2505431661674, 0.32012872456455, 0.8170223872121, -0.97599733999769, -1.88180438743392, -0.69883571189529, 1.71973744575782, -0.54605020814319, -0.11092043025203, -0.05273456015247, 0.99387277510986, 0.09361912758238, -0.40408013456887]",14
"[-0.08839527591822, -0.50210527898932, 0.04111974727762, 0.03584295597637, 0.01801743810535, 0.00213772357475, 0.6163802825851, 1.52418883605973, -0.90936969146144, -1.71765040316302, 0.14170104560621, 0.99261609364881, -0.77902231076752, -0.09894067536824, -0.28687976056103, 1.02958235208277, -0.40938701862339, -0.5357150630391]",20
"[-0.8865267485808, -0.73944896153604, 0.4184605280428, -0.12756307913148, -0.27131916869319, 0.56809368313788, -0.38614817216192, 0.79530672997329, -1.93192457426942, -2.32378977685884, -0.20919526432056, 1.24899496796716, 0.13917769836915, 0.20811100646939, 0.64992719852718, 1.48611691360037, -0.22701361467165, -0.73481538201585]",30
"[-0.18020336193208, -0.61377762124008, -0.27235463912851, 0.22149213851742, -0.35845962755315, 0.47294522241278, -0.23847165390002, 1.94349635409425, -0.4158571860868, -1.16265894163099, 0.02892193000029, 0.14701720993532, 0.0767240325944, -0.15145587314369, 0.03345332666495, 1.39720453724438, -0.30589844684764, -0.71118316454862]",58
"[-0.95972854824695, -0.75115182699767, 0.3398755607141, -0.16526382016112, -0.06721673899865, 0.57925908341618, 0.54949360456242, 1.24290710157109, -1.82323661113243, -1.86554684277232, 0.14761793727724, 1.16567219650735, 0.08526792666315, 0.34712455957064, 0.77588037225884, 1.291063136163, -0.26176858584839, -0.89291788145512]",36
"[-0.88652674857715, -0.73944896153313, 0.41846052804134, -0.12756307913104, -0.27131916869202, 0.56809368313534, -0.38614817216046, 0.79530672997025, -1.93192457426172, -2.32378977684981, -0.20919526431987, 1.24899496796231, 0.13917769836784, 0.20811100647036, 0.64992719852409, 1.48611691359391, -0.22701361467044, -0.73481538201313]",30
"[0.12401147138625, -0.49645314648126, -0.38416449240189, -0.01444028492505, 0.50253132115156, -0.09050012007898, -0.88585234066794, 0.90787907973676, -0.52701383043532, -2.04349967328331, -0.03105042247478, 0.77761176629087, 0.13092528750978, -0.74197833370596, -0.04549431440648, 0.37162572932983, 0.00268507139912, 0.13649474198142]",34
"[0.25487156763868, -0.34679882327116, 0.08633611385831, -0.09736059210772, -0.38257587067434, -0.3109494753724, 0.30461347239358, 1.42195720379172, -1.22626433063245, -2.04887871484116, -0.03788489563517, 1.15272843401344, -0.24252792324353, -0.0114600126478, 0.41881474937618, 1.28124514270919, -0.38774834496263, -0.72065753765194]",38
"[-0.45340994638523, -0.31181688279605, 0.75817876326726, -0.00441419413723, -0.06258278423294, 0.00114048076121, -0.01901390680838, 0.08447416540293, 0.00238721667492, -0.07598805573523, 0.67448872989812, 0.58758165493539, 0.04732336035434, -0.09652860063962, -0.0667546617014, 0.24395964570385, -0.69612446071145, -0.1160432266223]",54
"[-0.70743131136116, -0.49641433932591, 0.68762531395969, 0.16455213441804, -0.03331036646074, 0.00446828052727, 0.2829074810029, 0.69863490783932, -0.56604271984948, -1.49117893892657, -0.5404325662568, 1.54075984258042, -0.49628511240816, -0.22464204527352, -0.59480169255082, 1.3528175227576, -0.05694013858333, -0.80332516901284]",34
"[-0.25251174880923, -0.59480958740335, -0.34480102254724, 0.01544138647846, -0.11329557659393, 0.78871594636391, 0.00884416644578, -0.05861275269656, 0.1775995945525, 0.11345055406252, 0.09386468561727, 0.95889208404567, 0.09066112508736, -0.0477073956934, 0.00238096584495, 1.03722198591058, -0.18697672625479, -0.64158795873189]",16
"[-0.36420771868942, -0.11795712923187, 0.5385430861386, -0.1130649896818, 0.65914740153824, 0.2294058918236, 1.11766499631975, 1.12755637928068, -0.93436347624142, -1.41701956835097, -0.66134718376998, 0.44666863352574, 0.12144295164541, -0.06548712913792, 0.00114752687639, 1.40999757560658, -0.28203616009936, -0.70901723639765]",44
"[-0.3846926303248, 0.02335056699303, 0.211202696366, 0.35937081818231, -0.55746678397389, 0.27438321872084, -0.29923849358517, -0.03715280842165, -0.04471014466082, -2.34218774686282, 0.04746156402207, 1.24344118904026, 0.0866938765911, -0.40429809853748, 0.14608737868814, 1.20888314696608, -0.34043081803208, -0.69439330958422]",38
"[-0.00240656618612, -0.44521798510754, 0.001290559064, -0.03813562994133, -0.39809008729004, -0.03142688110952, 0.39110476248008, 1.47447415185929, -0.22146155027654, -1.5365962179993, -0.84596824753711, 0.74132268005425, -0.25377603371366, -0.10334365325991, -0.3819758199481, 1.05015080055341, 0.09009343677099, -0.45072853884703]",26
"[-0.67685732844738, -0.52462937256784, 0.3909469586478, 0.15023941823176, -0.25783399609054, 0.1421116562, 0.2848373170452, 1.62094124795619, -0.010515022126, -1.02789162295431, -0.88640708751422, 0.44959508400271, -0.32863925761551, -0.21345247321646, -0.0980557002786, 0.69992172248505, 0.22539389295447, -0.27875228285785]",34
"[-0.38080902307676, -0.22081898777317, 0.34687340531225, -0.2287822906582, 0.43093050534245, 0.17258196834127, -0.01379653359532, 0.113810102421, -0.03804797909625, 0.00321990151034, 0.67428185695587, 0.59061716248337, -0.77712976992694, 0.30372330930329, 0.03016472095133, 0.8438575115673, -0.14001082599729, -0.21829685998723]",46
"[-0.3846914348991, 0.02335242603576, 0.21120140894921, 0.35937176429884, -0.55746662338056, 0.27438382425982, -0.29923836021822, -0.0371516646885, -0.04471196153812, -2.34218560567986, 0.04746268373149, 1.24343977147761, 0.08669317771646, -0.40429781175568, 0.14608732122874, 1.2088814844621, -0.34043052902698, -0.6943922419236]",38
"[-0.36420152067547, -0.11795014951765, 0.53854307023329, -0.11306704549808, 0.65915210426371, 0.22940736422447, 1.11768144509472, 1.12755806032985, -0.93435175838936, -1.41700831019467, -0.66135274633428, 0.4466568516061, 0.12144207250084, -0.06549202564692, 0.00113795294152, 1.40999534201427, -0.28203663881529, -0.70901672827654]",44
"[0.25487477509983, -0.3467964380138, 0.0863340105346, -0.09735927518722, -0.38257646759204, -0.31095502907196, 0.30461833072129, 1.42195983805356, -1.2262562507208, -2.04887470565415, -0.0378856504108, 1.15272778265064, -0.24253052111516, -0.01145935381727, 0.41881329352587, 1.28124267594374, -0.38774718528384, -0.72065688013241]",38
"[0.56135333223184, 0.44167183757931, -0.19951126233859, 0.09507510957205, 0.03814967001121, -0.33785708851866, -0.32445328970441, -0.73295489374438, 1.07605834106633, 1.10030530238338, -0.08743595196853, -0.68690534694438, -0.04633540441897, -0.20192876594251, -0.45095482694066, -0.75793076790893, 0.15128669340646, 0.52271483119869]",36
"[-0.41731888879422, -0.39102233404733, 0.60288446127065, -0.27801315186409, 0.1466223393087, -0.01724483051924, -0.04405209957064, 0.28206482562127, -0.11004698548345, 0.05666915879492, 0.83768274345834, 0.37506240283946, 0.12099459061063, -0.0055718494497, 0.01153118200538, 1.24377477487194, -0.23177901393303, -0.67672604252245]",48
"[-0.08839076134599, -0.50210448805364, 0.04111990017618, 0.03583709636485, 0.01801869399388, 0.00213873486382, 0.61637235885404, 1.52418471025695, -0.90936544099089, -1.7176624559247, 0.14170020697666, 0.99260827564053, -0.77900934150326, -0.09893412574164, -0.28687657122643, 1.02957629163909, -0.40938557090278, -0.53571887945398]",20
"[0.0562373623956, -0.42901088368933, 0.12870005279669, 0.16663740597042, 0.28448634630812, -0.15809201994975, 0.47151772060695, 1.36118867135201, -1.03263027505767, -1.18056459037002, 0.02168520557879, 0.36697698354262, -0.53718640176516, -0.12883144361259, -0.74198644759249, 0.42310906126815, 0.29581977746372, -0.07748009564824]",18
"[-0.36420270185368, -0.11795171693665, 0.53854496188698, -0.11306551607548, 0.65915317517571, 0.22940174642535, 1.11767598882078, 1.12755565291501, -0.93435783255695, -1.41701273145145, -0.66134966352143, 0.44666087801322, 0.12144271688418, -0.06548911759106, 0.00114371459242, 1.40999710025553, -0.28203593895172, -0.70901676287689]",44
"[-0.93911424865182, -0.6771046593159, 0.38477474385668, -0.23059225483725, 0.12587948910292, 0.18781828404902, 1.1593074461552, 0.54461636921392, -1.857754135159, -1.34711378142173, -0.38796556360202, 0.40707343961443, -0.26565617096509, 0.29022781542412, 0.77600292504138, 1.0983810133004, -0.33000234780483, -0.9418742828399]",42
"[0.54076352486835, -0.1730911272303, 0.04339401619078, -0.00561464435503, -0.04002471840607, 0.00085860583339, 0.55284784063672, 0.82734713494862, 0.11154946834318, -1.58773757821062, -0.82007232166427, 0.87591784570727, -0.12910735040957, 0.29448933561935, -0.13590789681526, 1.00060419753278, -0.08787255655445, -0.37955229221051]",20
"[0.02540482449834, -0.22450215689428, 0.52285853555749, -0.01270268771359, 0.06299154200084, -0.0040833956742, 0.08957052207807, 0.1619415284724, -0.44576749130741, -0.84105559193907, -0.81919848112171, 1.9757028496551, -0.00483173637159, -0.01886542645449, -0.02386201723439, -0.08838239311258, -0.15662561007876, -0.39653709142075]",24
"[-0.91920720102459, -0.67658486862976, 0.35916094163531, -0.06618355328998, 0.030204846144, 0.76968348127611, 0.38058559376187, 1.09741952816832, -2.08369806703142, -1.63907110091153, -0.35221495013935, 1.32682727986887, -0.20465825553229, 0.45266946068564, 0.74607102779029, 1.10250286316422, -0.20496810812207, -0.96301971903147]",48
"[-0.34990565343861, -0.5550240039854, 0.18618185907588, -0.04807490388941, -0.22382370370935, 0.28896692963221, 0.39080263183919, 1.76860902205657, -0.82654115183862, -2.13480768890883, -0.00130451666064, 1.16116641715866, -0.18677188159042, 0.03777783296068, -0.05918119743277, 1.19968246901513, -0.13149938821106, -0.72602122619276]",30
"[-0.28467061690182, -0.69952340620448, -0.07788648597201, 0.00597947065254, 0.28084577146096, 0.07151690249598, 0.38195737138344, 1.63282834605443, -0.14227013744201, -1.03244222354897, -0.79485458171904, 0.41489644901996, -0.36589926058317, -0.23512979435986, -0.13197778099673, 0.63584430178013, 0.24195177122381, -0.24150644031762]",26
"[0.33103967789292, 0.09512313295984, 0.63049605581983, 0.38958361911297, 0.03221995292017, 0.09910206687433, -0.63345071106001, -0.01199256664757, 0.07742380516356, -1.525331175161, -0.61112241188018, -0.21195723337891, 0.43884376884209, 0.0739517846311, 0.15060721544345, 1.18613756766779, 0.06179544473726, -0.324191539092]",12
"[-0.20732866851684, -0.48870898134491, -0.28423695945574, -0.01972907806492, 0.08571289580234, 0.78993679478502, -0.04412236486751, 0.24992121992578, -0.17143528914715, -0.09219604310797, 0.98129281999139, 0.65564542562739, 0.04580968641302, -0.0235806245147, 0.00117885281505, 1.38975365168518, -0.28181410191223, -0.70810496327883]",48
"[0.00095367774218, -0.41564243456298, 0.08234018719951, 0.04480670387997, 0.30193054601998, -0.03095714733894, -0.16472933973876, 1.89271104913115, -0.46452433283733, -1.42711823398356, -0.1112847982947, 0.37472747800475, -0.62803279734273, -0.04691197129269, 0.17065287216669, 1.24017335848344, -0.13158198775658, -0.88607678524509]",50
"[-0.66358944677974, -0.43087358234632, 0.73083661736376, 0.02704833514315, -0.02930311334314, 0.02058103943006, -0.80602167375702, 0.37708929314458, 0.2267418159903, -1.47688642244194, -0.11853191589466, -0.48768953257031, -0.35912439235771, 0.15831741907443, 0.22638013517213, 1.15229047849905, -0.18404634751462, -0.80340732543287]",52
"[-0.16214225493249, 0.13266668509271, 0.05529987653682, -0.04923245447929, -0.21283506648088, 0.17496952979073, -0.05762866306391, -0.68000507123674, 0.2427032145989, 0.27349010539817, -0.06221885977885, -0.03006875463324, 0.20740166029791, -0.01359792829917, -0.10617097067604, -0.4812688828505, 0.05353986897602, 0.38222197605715]",28
"[-0.1273726478446, -0.16036040417909, 0.74021909719689, 0.01166114866613, -0.01347111956034, -0.00012119111843, 0.6317300591468, 1.02694577861656, -2.02775415375403, -1.54280362707231, 0.26679358303459, 1.17577057629027, -0.52206510955272, 0.25830391866132, 0.75544398406511, 0.95273905264765, -0.46279856844041, -0.62842915064015]",46
"[-0.23037708587323, -0.64318886756649, -0.27735659972069, 0.16455402515615, -0.39155787221725, 0.53347287944573, 0.08209112700692, -0.27578945347963, -0.12483638475142, -1.99891025768637, -0.69826401714518, 1.37819123779281, 0.13757701656102, 0.05844901640399, 0.01301094919854, 1.45898485257101, -0.26992601248498, -0.71298509741626]",42
"[-0.35441131530592, -0.39503689078989, 0.53821901811778, -0.37571753829798, 0.2024020404184, -0.03418170098325, -0.09190256954761, 0.10385284368035, 0.11087344595606, -0.60680302002735, 1.08319433943312, -0.0323004364965, 0.09302726941427, -0.00921169735428, 0.00644690555817, 0.96193274305591, -0.16432481187591, -0.62588837663851]",52
"[0.15167476745999, -0.19546734979012, 0.31764222146897, 0.29402254437218, -0.36416619498667, -0.10643840243947, 0.30896769449116, 1.33040418900185, -1.53107298124218, -2.01325930002819, -0.02217547623565, 1.38318660299995, -0.48626682926881, 0.34029788693312, 0.34984747363723, 0.47283384945747, -0.39244601910721, -0.70310594375615]",30
"[-0.17915822473149, -0.62049840339421, -0.30729351197267, 0.33188097218151, -0.21594088914394, 0.52606977415217, -0.39512519272284, 1.89983238445555, -0.41225073328818, -1.02357006096185, 0.08677780868739, 0.08997869584931, -0.02468146873358, -0.12350143981508, -0.09510218531832, 0.48325527588108, 0.522465816333, -0.37813405598887]",50
"[-0.53238242356324, -0.34928577667907, 0.61090335114923, 0.04307796386473, 0.38532983250799, 0.0545297418957, 0.81708017008522, 0.90880252768302, 0.07134747788473, -1.46379293205184, -0.81214758029913, 0.65449585586512, -0.03306456526484, -0.03402121582868, 0.28664469744934, 1.52509145555757, -0.33201220995183, -0.48908285767771]",46
"[0.00095470850466, -0.41564148345705, 0.08233835090108, 0.04480671442593, 0.30193095287666, -0.03095797505466, -0.16472755513149, 1.89271176233916, -0.46452229394509, -1.42711648837012, -0.11128293512727, 0.37472956382183, -0.62803559977087, -0.04691184190461, 0.17065143011638, 1.24017335941971, -0.13158135656635, -0.88607858277277]",50
"[0.30448255143676, -0.32967420649116, 0.05649212211478, -0.08650726392821, -0.42664749947613, -0.35354205981436, 0.18467820675129, 1.18425154509093, -1.27899944409704, -2.01867824152203, -0.17933237828993, 1.05754138520579, -0.60628422358482, -0.02992290677441, -0.3451393714446, 1.00883942798594, -0.08053518593015, -0.40961379023186]",26
"[-0.7074294404873, -0.49641360327535, 0.68762466300206, 0.16455701282626, -0.03330711905185, 0.00446342792596, 0.28290459982641, 0.69863241783666, -0.56603317600836, -1.49116634917844, -0.54043438652586, 1.54075800636831, -0.49628299160951, -0.224644676214, -0.59480648685262, 1.35280928785573, -0.05693964538508, -0.80332385259255]",34
"[-0.22622260657938, -0.57300743045651, -0.29287951567412, 0.05825278641426, -0.36556588004575, 0.6859384575137, -0.05330512525358, 0.31310663699189, -0.15886783069874, 0.04084367363939, 0.82027274020401, 0.39277495183404, 0.02850058915269, 0.02906811977733, -0.01305512323888, 0.21644313619124, 0.37217095774048, -0.30391349770845]",44
"[-0.23277429126349, -0.64365670434518, -0.27483244369204, 0.15148008937926, -0.40606199379179, 0.5326858984167, 0.04338648250166, -0.26134535553204, -0.40696153332904, -1.30380162997218, -1.32252705440558, 1.69448074476416, 0.09018328177173, 0.05140228160718, 0.03509549888677, 0.92875162100637, -0.15331989246897, -0.62819679280987]",34
"[-0.2846713487947, -0.69952889824277, -0.07786877423347, 0.00597834912911, 0.28084071467221, 0.07150745222249, 0.38198137364412, 1.63284043938435, -0.14223966185871, -1.03242876191322, -0.79485906167201, 0.41488341146116, -0.36591412727948, -0.23514253682309, -0.13198801895382, 0.63583692455359, 0.24195432553198, -0.24149274032283]",26
"[-0.26551527286958, -0.09941920055795, 0.02039435997679, -0.24651373116931, 0.21579709033301, 0.63173327845691, 0.84256734547207, 0.36256877626607, 0.27979264397195, -1.15428021432802, 0.40910440634493, 0.73282356021143, 0.16596526163069, 1.08817335698425, 0.05184961801855, 0.62988294986504, -0.14589394433986, -0.11565912662649]",26
"[-0.60097364180333, -0.56019836220304, 0.52969469578824, 0.32049490931404, 0.0849171357894, -0.04115602492936, -0.91800624271636, 0.04099385231101, 0.01980685866856, -2.12544340428622, -0.39309854919652, 1.16420904188358, 0.09162480494098, 0.01037071473248, -0.0504858394052, 1.05924900720524, -0.79719490534864, -0.61209171725325]",58
"[0.14031141271968, -0.12816279674024, 0.56037136567807, 0.05955239678177, -0.07643918915785, -0.22543015248767, 0.31380253100215, -0.27676690055962, -1.79633766747385, -0.4229748382433, -0.45602916415873, 0.14344836370556, -0.38453219578216, -0.03185282949511, 0.13988247048682, 1.23145022098113, -0.16180832009155, -0.92563958712251]",22
"[-0.21652342196403, 0.14678542711637, -0.00455669872801, -0.06552619316863, 0.26410440958917, 0.71587191453611, -0.40450725275966, 0.59867445270268, -0.00089019839967, -2.41409455103912, 0.15290736635008, 1.33220251251441, 0.03330660483984, -0.09346987288627, 0.11542715391639, 0.16679411974966, -0.45416943683673, -0.14287276365428]",38
"[-0.30835287578179, -0.66042880669394, 0.08348655497395, 0.22692750500468, 0.379436819319, -0.03110723446765, 0.08810317945982, 0.5461182284167, 0.34815852598375, -1.30311605029102, -1.05709939324371, 0.35252340558892, 0.08783362459128, -0.14309804467141, -0.05834600437724, 1.40018713091637, -0.29151781460721, -0.70934908359699]",42
"[-0.45422932585891, -0.74489452744474, 0.04045348369994, -0.31432933583262, -0.25308026722727, -0.05436515070833, 0.02542601289559, -0.05896507844119, 0.00416158163586, 0.1844377218571, -0.60756131882384, 0.40679693115153, 0.22535720310262, -0.09709259066395, 0.09003638854011, 1.0617235451219, -0.39050030843211, -0.56123893470071]",24
"[-0.22078135808879, -0.53787017474974, 0.35396862628135, 0.46453890562855, 0.10303779787385, -0.15304179988532, 0.15957080933076, 0.31239785386982, -2.07724058099528, -1.06044287081423, -0.15408012714804, 1.78609263723752, 0.0378738535161, 0.49847403604231, 0.63001591586677, 0.54127872528518, 0.08310231749658, -1.08940835421006]",42
"[-0.25253393243008, -0.59481515245206, -0.34477776609631, 0.01544020120319, -0.11329029998177, 0.78871595908776, 0.00882566129415, -0.05831586010723, 0.17719761910217, 0.11391599333699, 0.09399421324338, 0.9588525638075, 0.09066823918879, -0.04768837831149, 0.00242287769406, 1.037272937929, -0.18698936166723, -0.64159683043309]",28
"[-0.88652674856897, -0.73944896152628, 0.41846052803721, -0.12756307912969, -0.27131916868978, 0.56809368313061, -0.38614817215672, 0.79530672996258, -1.93192457424358, -2.32378977682757, -0.20919526431763, 1.24899496795038, 0.13917769836783, 0.20811100646529, 0.64992719851864, 1.48611691358083, -0.22701361466873, -0.73481538200594]",30
"[-0.1538281948665, -0.41567859777646, 0.16357203800515, -0.35891180014467, -0.04216133413697, -0.08600101307272, -0.0211365252137, 0.1579509057563, -0.12601897945585, -0.00524541755912, 0.65157592425952, 0.58785567140257, -0.14909195310133, -0.35897510873802, -0.1988604790985, 0.29733896355817, 0.30553402706719, -0.14885219519841]",46
"[0.19627432739713, 0.02371296771539, 0.77624280814067, -0.09577385935861, -0.1783916725473, 0.0144846919005, 0.10502362028644, 1.65584562773915, -0.75174075952281, -2.04046223546886, 0.09411317681212, 0.88276221949113, 0.0084521302074, -0.49017768359886, 0.23741506871941, 0.57268649741713, -0.14784971095518, -0.08336372985806]",14
"[-0.25255985120185, -0.59482178798424, -0.34474976016264, 0.01543990141942, -0.11328849332485, 0.78871611356568, 0.00881775630268, -0.05819046002554, 0.17702798259133, 0.11411047875093, 0.09404853092147, 0.95883635437077, 0.09066805115928, -0.04770764855461, 0.00238855638158, 1.0372984801916, -0.18699624857429, -0.64160155367602]",16
"[-0.67685725620699, -0.52462947514238, 0.39095205461814, 0.15023983153126, -0.25783228841418, 0.1421062216077, 0.28483872949922, 1.62094113706648, -0.01051824345259, -1.02789295848008, -0.88641315274032, 0.44959420736004, -0.32863950515464, -0.21345386733009, -0.09805733818257, 0.69992302028592, 0.2253917614274, -0.27875376424927]",34
"[0.15168268809536, -0.19546394755388, 0.31764069060742, 0.2940248188844, -0.36416765396273, -0.10644288505249, 0.30897202504036, 1.33040350431566, -1.53107111075817, -2.01326042999991, -0.02217363610714, 1.38318603506027, -0.48627066254879, 0.34029717986171, 0.34984584849341, 0.47282674619343, -0.39244810578297, -0.70310452187678]",30
