A,B
"[-1.9322606882813214, 1.1387043586235135, 0.1983968850711271, 1.2513249173743508, 0.20625872659030287, 0.4185764701333205, -1.241792510381559, 1.609339337193939, 0.9094564783395878, 0.606442657649676, 0.8363816356248679, 1.7362097370105067, 1.6037646714232714, 0.05911414191114767, 1.4029528499997448, -0.1655566111746076, 1.1371011873941683, -0.14440344286247536]",10
"[-0.20595644381299366, 0.3005771118152111, -0.18521314170779388, -1.0223836158688338, 0.6812067030531418, -0.07291538605998957, 0.5657621691934653, -1.7673668482541605, -1.1133856238143898, 0.13353321016193612, 0.5731800596711792, -0.4012400474845177, 0.9609128230622535, 0.2726335601560072, 0.13290992813509306, 1.0035176752518271, -0.21391558322212084, 0.41151299196845753]",16
"[0.8581692673181884, 0.8165607350850566, -0.4474999614944915, -0.11787610659627211, 0.9417935783054703, 2.281567809297323, 1.4325855629572346, -0.18585720711236867, 0.6777251370581912, -0.03702318118703794, -0.40127184534920474, -0.04510039477298519, 0.8085692706611654, 1.5240345375741915, 1.100027638954924, 0.7449592958940034, -0.22713441342198826, 0.5334877253157179]",10
"[-0.5335061731340367, -2.2014281054952023, -0.23758671605333267, 0.6952122235172051, -0.02230671079278173, 0.04772239477191825, 1.1552838883999212, 0.2499360588684545, -0.7145774346451764, 0.7727466463831163, 1.0604042832288267, -1.6144998124262548, -0.6267146453579109, -0.33111194427507995, -0.7637631342914833, -0.6109290040741762, -0.6459780673545302, -0.675670907832009]",0
"[0.17612359300952876, 0.7514451647765364, 0.01296149791520164, 0.16573992198093843, -0.12541002151572384, -1.1618958697545398, 1.896052854328712, 0.13400359482952787, 0.14849455667915754, 0.20250588908200495, -1.7254853582311125, 1.2060042982878552, -1.2714365805411743, -0.9334949299488865, -0.5111619117717141, 1.3993851002733042, 1.0624668304084253, 1.1867010090761545]",22
"[0.27109069692078, -0.9764060710023307, -1.7418193969796953, -0.9685806975399124, -0.3522734075404718, -0.08968007648310004, 1.291535714264423, -0.10969947895275049, 0.43600304355176056, -0.8811446322560148, 0.8202770346210173, 0.9311862992852274, -0.15523409933988028, -0.2741550341828552, -0.4172529655581089, 0.572707056861913, -0.9867725575469468, 0.5654239098695438]",0
"[0.11543782480753302, -1.205405421929369, 0.43126983319756534, -0.5602588750947224, -1.2373599606263048, 0.8791101418083604, -0.439776871728779, 0.6759856712247264, 0.2572230783673385, 0.2751751922163149, 0.5293618454902363, 0.7838938819764297, 0.05079825338998195, 0.1565736633595569, -1.4996217724575798, -0.3005691609861489, -0.4329284768036896, -1.3539289067141234]",18
"[-3.047939811320806, 0.3383130380026728, -0.5317965713100449, 0.21842399852357355, -0.19985243386237836, 1.658872488122915, 0.760715126587787, -0.00427617076743641, -0.2900643875309322, -0.3031734329721409, -0.3502564193215521, 0.45166237156846956, 0.6346026326370455, -0.1620662653363985, 0.5484280172667289, 1.5653445549060239, -0.7497022048901846, -0.31504920024960464]",16
"[-0.495040020484747, 1.0419772181020506, 1.4797151055830013, -0.2959310136960577, -1.8088796275316776, -0.22410732091130967, 1.1474885207395156, 0.5360944214090524, -1.1174564443722381, 2.105093440065237, -0.7492198689597125, -0.6396486545791088, 0.5543957417125389, 0.4888089638842266, 0.2568143601735794, 1.2200032810757917, 0.2357824128429445, -1.0832383648514419]",38
"[-1.8787544032875128, -0.28268798076346174, 0.8655741192707859, -0.0649925771308199, 1.5219771111710343, -0.8429992458015838, 0.08353996978255472, 0.11197544377944976, 0.1294293132538594, 0.7072474051046213, -0.5564738484299332, -0.6137941463961561, -0.6891227896562117, 0.23282485215062057, -1.4067373829436274, 1.1062671100431904, 0.9018661498238725, 0.2428546674360437]",14
"[0.6197151790158099, 0.30825222765450805, 0.3884465012588475, 0.49790986144256116, -0.786321862801743, 1.029944082677139, -1.028175276764712, 0.129588996769437, -0.28402489292975225, -0.3219340738116249, -0.9394840556471157, 0.5617795337267757, -0.3815560486488148, 0.6395847621390054, -0.1094985784683385, 1.1908329627232004, 2.1566338656693405, -0.651860292175803]",0
"[-1.2053109962201036, 0.7479550579183895, -0.6317068365903032, 0.6388925669927502, -2.3096057013439344, 0.002709095236083298, -0.8702113312855109, -0.20981532353394675, 1.3254087621895176, 0.4391904561609052, -0.12476705128972963, -0.3354077750564306, -1.6544316588283556, 0.3584497712800982, 0.2749758835440038, 3.0456970185115604, 0.0633409670248922, -0.33988533988885455]",22
"[-1.7143100154664301, -1.0502160943672625, 0.3750255317727246, 1.0785583580771854, 0.06983489844231049, -0.3633087110510241, -0.10344959149892853, -0.1955784140707813, 1.4880577452218282, 0.3352028978572743, 0.07019322666765344, 0.030312927612183717, 1.100134529858131, -0.8251679636598602, -0.39315823846796405, -0.3271162914836091, -0.5753880263352203, 1.0135866681901549]",24
"[0.555236775504235, 1.7377085474845986, 0.3134826029548568, -0.43348363814796154, -0.07602495199291716, -2.176940462411714, 0.14784542886153093, -0.8159108413845227, 0.21512803901791794, 0.343242966920802, 0.5343868526813281, -1.2461041162954336, 1.7696851809570933, 2.0755209758692565, -1.3200828753930234, 0.3622218702546527, -0.024134936425461363, -0.7273834045393021]",20
"[0.7147682951845465, -1.3558745678749193, 0.940370947004959, 0.21010619681987538, 1.1965673111104296, 0.5215940845574083, -0.07016345532935124, 3.8626850032801254, -0.11091593218967982, 0.45099572024421514, 0.6090646180971212, 0.5455808163650749, -0.46326874812949276, 0.9891322922341547, 1.6615769832680627, 0.1169711580888364, -0.45433800029587923, 0.5823543492831044]",16
"[0.6707442685548097, 2.0125340617501735, 0.7057700516035692, -1.4003115072940258, -0.8226078361223531, 0.4036088590756496, 0.03419196008008965, 0.38124523530784615, 0.25854291833772747, 0.7157494163580206, -0.9973320172340797, 0.4319390444848522, -0.9199819118322918, 1.1596308356524154, 2.4660391521273555, 0.6962357765779292, 0.09188776943677146, -0.3993647772719721]",32
"[-0.31141253766254706, 1.3429904407931248, -0.16353338009975638, -0.649883020678866, 0.5646603901887435, -0.683740670891107, -0.6271238906762656, -0.8899102005830998, 0.1533924608065843, -1.5374134688110108, 0.6132486980040749, 0.5364012828871599, 2.140927002043893, -0.5205092597542503, -0.7036520794179589, -1.2609787432171304, 0.20586664403658456, 0.3130235122643754]",36
"[-0.6112370561040416, -0.3055167202235659, 1.293859634406852, 0.6832209899021428, -0.24695374715649565, 0.022052927519948824, 0.5836873162074514, -0.1366628640426266, -0.8421476813062369, -1.5494932159693646, -0.11862202658988821, 1.5187463124728209, 2.2153496114210878, 2.379610447723758, 1.6928850955205346, 0.03046969031106246, -0.732702660998469, 0.5525237557413706]",0
"[0.6128651118456789, 0.17767284161753974, 0.1275655519554043, 1.627101429342588, -2.160855453093829, -0.3602720715501503, -1.4184979740661114, 0.24830708725713616, -0.36938696307296803, 0.4034248033804967, 1.5246748073764669, -1.5551184421904753, 0.8724385848341818, -0.49454232011352184, -0.0635075154806438, 1.2746612054329032, -0.6506940867053658, 0.5766252145031906]",14
"[0.212354160154638, 0.04642962810277122, -2.710744771574757, -0.7333663942116108, 0.09849285500564471, -0.3204414249997853, -0.1382197563152792, 0.8184187047545552, 0.2647462443195293, 0.1316993457660385, 0.1665182278186378, -0.31109012860818386, 1.1146716223802924, 0.5033796224510102, -0.8502253951359965, -0.3266319499774207, 0.48592098262162287, -0.6157812634070909]",20
"[0.549956606202587, 0.25261716370122617, -0.4002183630424906, -0.6746371945245816, 0.36230577751969345, 1.1559517534657504, -0.9339478686367851, -0.940943116658218, 0.05672601240280414, 2.0763807912749153, 0.6120695411388078, 1.099915313491103, 1.7893149975084357, 1.0343811232244415, -1.1890868069948797, -0.5509993995784874, -0.5879714921590361, -0.1945672773795761]",44
"[0.7400939351506219, 1.7119618702845918, -0.9273645821146583, -1.5647068643669246, 0.587734615531998, -1.456132775870686, 0.6392639780489613, -2.0223334244850037, -0.5827124029556061, -1.2374518935626782, -1.0737902645199502, -0.3351808345872225, 0.3079516654828968, -0.17186439879454873, 0.05753866760418513, -2.070625998977981, 0.7623180088430698, -0.8217706955322311]",34
"[0.5333058406203064, 1.5421094631278882, -0.9268407604243657, 0.75661628171949, -0.3285896436780672, 2.083381280716305, -0.12023147314093542, -0.25221491941956664, 0.8521863157464147, 0.43705188637406484, 0.6798503021392214, 0.846216863066227, 0.7202719046573108, -1.0872524308295446, 1.6523880846077617, 0.6289181483767258, -1.7667317121524102, -1.6820440516158892]",22
"[-0.33704081948391074, 0.3531533069937819, 1.4918274586005547, 0.7409544469633789, -0.45243765933096564, 1.0388773762444514, -0.0350217883211492, -1.2456039430796173, 1.911704809895267, 0.6179484686767001, -0.5933489729088965, -0.904952463706749, -0.5513025602004887, -1.2283204585878245, -0.2920712945640588, -3.09190496753579, -0.0852129527976292, -1.5153209880931462]",26
"[-0.9831434375742151, -1.0476631366515814, 0.9328175236485416, -0.5257348117471775, 0.541241457660152, 0.6382380425503388, -0.23618269924287463, 0.4840222839953641, -0.7714052024970532, -1.1372828186294373, 1.0107980322377226, -2.2716645415090624, -1.3589189186017951, 0.4066132016713791, 0.14793479540549614, -1.1521448644342376, -0.6910682668756779, -0.8370819944315233]",0
"[-0.4450356412693194, -0.49386173275970846, -1.2761407479087836, -0.26784349241310285, -0.031781691806595576, -1.1861144398676178, -0.10891865165334697, -0.5031700813353986, 0.29457029855321, -0.8161352848915502, 0.6142469381396055, 1.1971848755874543, 0.8950073285079693, -0.8779886968758849, -1.3561035079781227, 1.090083169215073, -1.2088584887878295, 0.41852633404499845]",0
"[-0.652383216419964, -0.7175494646039549, -1.2419629972081816, -0.953186655300207, 1.3019911700818338, -2.465708189038914, 0.5536081359821022, -0.2388938973526319, -1.3649203999734483, 0.6609867594070555, -0.30065433538611736, 0.19187371905602793, -0.40789694191026693, -1.3782362545191535, 1.7865415583097317, 0.7409597130296953, 1.0053595379205764, -0.9736354424157656]",0
"[-0.02268200991131481, -0.8993910450968217, -0.8122685091066683, 1.445337098981844, 0.40895829791637767, -0.8813559304554135, 0.8121298930468318, -1.3648982906452052, 0.45555419696686555, -0.22921580087953194, 1.629567123414176, 1.5809862048104337, -0.9537168172606341, 0.05038945098480976, -0.2842651168079034, -1.5391509178278213, -0.022542501100036978, -0.0064867115715296075]",12
"[-1.0348686910499572, 0.7834503494677711, 2.618036644049805, -0.5067007357452492, -0.18275510521244817, -1.1391516776907349, 2.740692947035195, -0.6562692074061887, 0.796595680980153, -0.34366033084960834, 0.9061330532622932, -0.0797897544184127, -0.14384345912437702, -0.8885019781539603, 1.0792722006080973, -1.323343859537822, -0.29019385557846056, -0.55574631043435]",16
"[0.02491970536729572, -0.3757756220028538, 0.8090620746591789, -0.7654672955221187, 0.14471074438063014, -0.365983780019793, -1.3183986980623275, 0.9908614027678654, 0.7854942027138898, 0.09649849133688738, 0.2130488398841029, 0.3501465942652602, -0.7664859724337626, 0.6977011884526165, 0.6686304789388184, -1.44035854914209, -1.1382353733067734, -1.9801612570977758]",36
"[-1.1377986460686613, -0.765610721612551, 1.529583890151935, 0.03774536968898398, 1.0702590948077522, 0.8803098921803739, 0.5027914254941136, -0.8491799747918152, 0.7764492767872034, 0.9294239213925312, 0.9833044630441187, 1.051527185714663, 0.5722035451196866, -1.107579256910066, -1.9319822586328936, -0.9351945967814347, -1.3611034777601718, -0.5759028528111566]",24
"[1.120801667767418, 1.540248760023477, 0.4391700985372315, -0.2760634435052751, -1.471187694949907, 0.40076287192457083, 0.6622124799275351, -0.994458480184851, -1.5071475549328082, -0.8844584019599993, -0.7704540352327897, 1.4708216440198363, 0.3464495082093196, 0.5818298486770171, 1.6572138647935355, -1.150206966683187, -0.41111828991746935, 0.7214162116851038]",16
"[0.9817281818984785, 1.9732283138921347, -0.642497361401696, 1.0286372075242234, -0.3572026405299871, -0.932820792076583, -0.9005490549254315, -1.1192006991853645, -0.381332748395897, -0.9617639813038231, 1.800818840812398, 1.242208283047538, 1.4330255404889154, 1.6123798403048244, 0.048737451896037405, 0.477058540403509, 0.1290984288578352, 1.1063210595015085]",46
"[0.31792923564515413, 0.8704555350246518, -1.6986598985361185, -0.07632946260491202, -2.5445514841612145, -0.17407425051751657, -0.1732794414359078, 0.049436552232463925, -0.28260021927982787, -1.082474158252798, 0.6801910797319872, 0.7859550987551807, 0.7516595086815039, 0.6077482836179395, -0.873526032079826, 0.5851555097197346, -2.8222798116668626, 0.5201163049747205]",14
"[0.7706159369193989, -0.2955609864461191, -1.3340096894165079, 0.36346068623623545, 0.6133930728687755, 1.2656958449736035, -0.11146570379175384, 1.512959829960944, 0.39024346950151023, -0.18609545845699124, -0.5621879267083388, -0.480902139904832, -0.130835090434106, 2.4288518902323197, -1.4402062287946742, -1.5471945160017924, -1.1575029415754465, 1.9521796193958312]",24
"[1.0641177406793834, 2.6059426748644223, -0.20553439004598656, -0.7615297714721382, -2.5977477841546714, 1.2586401960077698, -0.25436707648351925, -0.32051430179478313, 0.7186639394602543, 0.9768638707873329, -1.688137555777959, -0.3160146097044072, 0.18725613814351907, 1.0299758632983322, -0.004917126851512878, 1.439856403682124, 0.9332790296970788, 0.6183667902972039]",38
"[-0.195245333916903, 1.2694533530831316, -0.9605586106949838, -0.670131534395226, 1.5554081543941132, -0.3253166103787833, -0.1601122034215674, 1.0429703955093128, -0.4619851603775692, -0.5193012856293339, -0.8549244248752834, 1.0397341971846061, -0.4603338667808511, -0.005603670452101704, 0.8909318624141727, -0.9513848957302109, 0.6000857400046095, 0.33422576642728485]",26
"[1.368249744745646, -0.26029367609311593, 1.3917696767579382, -1.2532524901129876, -0.3720935460457635, 0.3721011484249173, -0.047578211596074185, -0.695601682873901, 0.5437840700792266, -0.749298942477752, 1.5108791397972023, 1.7753899308052212, 0.944287757299162, 2.114388324607991, -1.1306044379171352, 0.7900640007908964, -0.34176320618409634, 0.5371712997695353]",0
"[0.27611207565397744, 0.8005581912005021, 0.6234913228562265, 1.0846085490809818, 0.7933671285638801, 0.5231462655455578, -0.4669971319713047, 1.1289921301365795, 0.025138019813180694, -0.957495970950794, 0.14358298571285066, -0.036852041260752345, 1.4194604314649952, -0.22628139428192426, 1.1993160232238234, -0.4923373615705016, -0.7383290699946478, -0.34118963114696993]",14
"[-0.043120676480730716, -0.5752181109362227, -0.6922955961755842, -0.8370972261466612, -1.2284904694661096, 0.08255345601070709, -1.2124029153078655, 1.1301169818847776, 0.7312565883213977, 1.344607423841053, 1.5533705760910075, 0.12029884008418718, 0.03576876445938829, 1.485284696799233, -1.7777260643261308, 1.0715508240836802, -1.4126091094754663, 1.443703905673353]",30
"[-0.1760128951036113, 0.58000004934437, 1.0056337796061678, -0.8497644114330232, -1.5373144489253743, 0.041546615754463743, -0.3366458635122224, -1.1962112912352856, -0.30089827951448017, -0.5193957478218796, -0.2964373467028534, 1.416368854467818, -1.3513348146802906, 1.1067892632147684, 0.2802710062850911, 1.5024703109898958, 0.3331777889918153, -0.14970317771554964]",28
"[0.8308891446532871, -0.2053667327002779, -0.06682372512534376, 1.9918125752906979, 0.4672389763110286, 0.9235850661424968, 0.6539401267475156, 0.15883386297606336, -0.7764599568583571, 0.10130929978296745, 1.0317585775184195, -0.23511598371961523, -0.5167936204773922, 0.09253938189329965, 0.023085885622048267, -1.5412736390035642, 0.6382361216001249, -0.8664739793692819]",50
"[0.10851646523882989, 0.724599424592568, 0.4970908608576779, -1.4859851815167298, 0.1258352852750109, -1.188643726939119, 1.048091825616045, -0.7385550131914412, -0.6200282899415988, -0.5587737697856577, 0.8168741878790592, 0.6164971661598039, -1.6978102900957934, 0.35136840737942177, 1.3444812738661693, -0.9543118508294386, 1.076666442744735, -0.36974860589393443]",42
"[-1.6811372138052334, 1.0101284661057393, 0.04823555759233648, 0.33204957992979506, -0.5297464191492729, 0.5360710969897179, -0.7792305740767175, 1.2957129134781462, 0.5699840632113189, -2.4131879196973935, -1.4549768450860385, 1.2679706765879963, -1.135689476033458, -0.5872562105554977, -1.5990384377024855, -0.36284288829944567, -1.1845033307355854, -1.8754525721782564]",0
"[-0.07717131494518065, -0.9817963475034697, -0.2013234521518721, -0.34396188472352424, -0.9852676502132789, 1.4697553243411559, -0.9861221370151779, 0.039092230155080385, 2.936670360585233, 0.6465865988307385, -0.004562457655607327, 0.4151072216378075, -0.27126604126331916, -0.11740250256561394, -0.6634555622380836, 0.23295235784133927, -0.5708782967919469, -0.9643357341859123]",0
"[-0.7486015870781856, 0.7493803577639758, 1.152524404744743, -0.5344422721799791, -0.3922387147571817, -1.0793637576035515, 0.4187274014001898, -1.290117492740333, -2.413360971846544, 0.4716236432416782, 0.7819896830012761, 1.9434234886297441, -1.4097191304204253, 0.19987305682343354, 0.25441356927647907, 0.19691964208662752, -0.6363388268928336, 1.3657588311138642]",20
"[-1.1667861527193408, 0.4179012946023604, 1.2475390052203286, 1.3654202825746196, -0.7197829712710261, -0.4655465576245734, -0.14639493213486574, 0.2560775280164432, 0.9843103523374791, 1.2046059578915347, 0.6104937138306813, -0.35814795745507927, -0.8113516610101591, -1.1039375118357564, 0.02094589943741661, 0.7662337068485889, -0.1811160068422421, -0.6061045037105411]",30
"[2.394968700956541, -1.096467476843092, 0.24504332536638088, 0.43060150319194773, 1.7891416811844916, -1.4647119208338177, -0.9513342142989115, 0.7715968979744067, -1.1849712387210352, 0.5059327478962046, 1.5839852346139416, 0.058610337543514364, 0.8874666376217789, -0.7299216942569722, -0.22680287686287126, -0.38324757407373183, 0.3583270578626113, -1.8229685938070619]",8
"[-1.8009451819478077, 0.018297120140771877, -0.036185792889201374, 0.014249827678237669, 0.9711672561353305, -0.0956226881827468, 2.2343871375079747, 0.32193761564571377, 0.9959396995143814, -0.32876147178347787, 1.653908518624828, -1.0956346670302808, -0.23504950725336873, -0.03100792777816973, -2.0039601946626924, 0.051066481377588575, -1.6031487583381157, -1.1412150921413011]",0
"[-1.1182583408053162, -0.8884777039780116, 0.004001653582658132, 0.19506404324182494, 1.730405009161333, -0.4314919149358152, 0.7183246090788589, -2.161716580331466, 0.7174963145938238, -1.53497517513869, 1.2946970740521377, -1.5781931522295476, 0.6722723576429654, 2.2587410650874733, -0.15387383944038427, 0.9522960547376894, -1.4866621219028158, -0.6359683346743646]",28
"[-1.9099853412199432, -0.3736425141520994, 0.024058236296400203, 0.8905152728518057, -0.35213442217190366, 0.09515277176064031, 0.4647041047810819, 1.0578986854651267, -0.013583262148298386, 0.09509617436289407, -0.3524004564881096, 0.3884117306717029, 0.758662011165401, 0.825495721942752, 0.5703642572902566, -0.5976082890419325, -1.1109385561625675, -1.7302077224949146]",28
"[-1.775849574789482, 0.9439820103165057, 0.220876334231617, -0.05592209155386442, 1.6651752025484938, 0.5421785736547853, 0.04930313348557307, 0.6132021094332752, -0.07352041261480152, 0.12498693852047085, -0.6180339684296113, -0.35929748756591845, 0.3322637061573116, -0.4947247088807619, 0.23954896702147116, -0.13842758310091358, -0.9393523657712943, 0.6570235022617994]",22
"[0.5238488900755984, 0.26055968780462313, 1.3685554695680942, 0.5291195357584503, -0.9760261787685988, -0.5145464215655073, 0.45563231728773507, -1.6890672977063133, 0.1327952450612474, 0.5018940769485973, 1.072659847574177, 0.060567711800119765, -1.332286272859446, 0.06584333380107286, -0.5189832135749071, 1.920906902393649, 0.4625711860377632, 0.3207749723475598]",14
"[-0.8828201368833554, -0.7841413751096104, 0.4223516994123845, -0.13400778660005427, 0.13797090445107354, 1.0554632097224355, -1.3636126275908347, 0.16503756021087637, 0.9947149965450781, 0.010017829455069604, 2.3514215347010565, -0.6480668680227777, -1.3127458882347136, 0.700572799827887, 0.5263784940966953, -1.1386419425378302, 0.4490798002824914, -1.1633423760233146]",24
"[-0.2095119733329531, -2.69728804277791, 1.003805537401593, -0.04774437297290184, -0.5493104613848324, -0.9515037079674052, -0.03447429046352777, -1.568399217053406, -0.868337098826952, 0.8179698035797983, 0.29972542012162107, 0.2748914004293354, 0.021867716522897183, 2.7965957310876086, 0.7797804802720398, -0.04389725158588982, 0.00743737568442087, -0.47792055022183705]",32
"[1.3081428300411457, 0.5041207387700598, 0.5980624752217647, 0.8715890721407163, -0.0903325368850707, -0.3262240694028195, -1.002284583632897, -0.10425551932184561, -0.6196933762321657, -1.2657489487765199, 0.940386162656819, 0.2743375464801724, 0.6461761221676108, -0.582774482986574, -1.3489380217762672, 1.3394613138086178, 0.3560628132998765, 2.01271503675463]",6
"[0.20878226115239523, -0.8185662475895363, 0.12274199701308193, -0.8084787850739399, 1.9652595548250293, 1.296020250521151, -0.916693534684492, 1.3322640945109, 2.013603930947208, 0.6998728763603882, 0.5035662287596929, -0.37564635091101034, 1.1101024306790983, 0.6951038633275785, 0.3573790920385905, 0.039099583608098114, -0.9798854341397181, -1.3325746165569037]",36
"[0.709240138038874, 0.9064707250797793, -0.2629325939361801, 1.7585888860761982, -0.5098761397106782, -1.2475875608102673, 0.18160943313074132, -1.230364654833949, 0.7679658592429914, 0.0648101236718885, 0.6183248422752613, 0.2501663341298581, -0.5177983715170102, -0.7125059296718241, 0.6209906772066982, 0.4635745996906619, -1.181548777337649, -1.9608940886649244]",36
"[1.6288010793414895, -0.38773697185786327, 0.45108373753063163, 0.6283088240401036, 1.146301165362199, 1.4428235858417904, -2.225738206515168, -0.9143079864977786, -1.6589200390160095, -0.9564967239029402, -0.3706593645576928, 1.1365374324278223, -2.9357764526217554, -2.254303178903181, -0.17754075260755503, 0.5220934574333952, 0.6351577600643389, -0.1362817322850991]",0
"[1.3043734620672647, 1.2589252394483776, 1.1284543832371323, -0.5237880595504261, 0.3252743452796463, 0.19861159028970699, -0.46917160100396, -1.9693599009806797, 0.14939518928555345, -1.0225726807807305, -1.4302454995319889, 2.2819539944793297, -1.373107999821191, -0.24103401986459908, -0.2771490291119858, -0.9602834362886082, -0.10863516967609933, 0.08324036714425989]",0
"[-2.021921648523259, -0.16842017562316697, -0.6701316459339378, 1.9176646595257227, -1.639385619724436, 0.1456870502499627, 0.461626937067782, 1.4710806001359513, 0.04217061232052333, -1.222515609407574, 1.2558909275133399, 0.9823239707503889, -1.6569385031792119, 0.0637025568496867, -0.5362043718097619, -0.3181146691229247, -0.05556617795625056, -0.8434009534901651]",0
"[-1.0307017858790588, -0.9330000577783228, -0.4410575110608922, -1.2912380852710763, 1.5006965610014045, -0.40784080409894047, -1.4205980718669458, -0.8872264112340997, -1.0698543174060229, -0.2878835840514608, -1.3890999943028373, 0.2480012126964081, -0.4579797674351535, 1.6544331577626068, -0.5086923229497893, -0.5064839604760119, 1.5544030616872482, -1.000326400066683]",10
"[-0.5130285208791866, -0.7211272878554086, -0.3866248600880344, -0.6919787034037971, 0.7758626957104157, -1.531299555172369, 0.6589443773593905, -0.6499643763216285, 1.359134319720226, -0.9930237348244271, -0.029320251406193546, -0.6816085085341553, 0.8953347413493834, 0.9186498570474865, -0.07873785200662285, 1.1953685212885699, 0.3043194876853728, 0.15782875355744824]",10
"[1.803456540912224, -0.11853045840636672, -1.0187889208804164, -0.8693969602066002, 1.8544631521154782, -1.2269014339261426, -1.6012119299977046, 0.1013109941755188, -1.1381010160254408, 0.41757171393953296, 0.940839889584149, 2.001959459259142, 0.20065305004691752, 0.18607261127047808, 0.915583495243249, -0.9865447363518435, -1.665235486401782, -1.5990155243029973]",20
"[-2.4465990938536444, -1.066904930156155, 0.0713524939996357, 0.17647494888163395, -0.07284219885315708, -0.9179112184862973, -0.4831215721405549, 2.342903955793933, 0.9385898407569456, -1.5866624222788854, -0.30776985955973957, 0.6439618737367614, 0.03776460829981682, -1.1449429283770467, 0.0025774833061416474, -2.348645028273786, 1.5076004544931674, -0.7962781442728426]",38
"[0.48398152198948197, -1.8108569423524907, -0.3678247427599119, -0.5242852086130432, 0.08975809480458306, 0.023012494182732227, -0.8924967775648969, -0.22630888798786405, -1.024465663278448, 1.8825991556946848, 2.3811202831761604, 0.04008976215481438, -0.19980217822545226, -0.9737707087182512, -2.4649004429556456, 0.5686919846668729, 0.46924708689742956, 0.5256234406132438]",20
"[0.7143435266888012, 0.8123536050978857, 0.4323042047318669, 0.535530065145461, 0.9520067449366482, 0.4302936709396651, -0.509994678397406, -0.17881323996930124, 0.023027676091551718, 0.10325284692267474, 1.6350283141811548, -0.3077774125088371, -0.7313275923160869, -0.7112086484273764, -0.28561896856722946, -0.7701950301417981, 0.6223944349903742, -1.4748782405556715]",8
"[2.654615041375036, 0.20466817990431763, 0.12050638291715023, -1.2400011890303904, -0.34861558453751473, -0.056379967172384714, 1.449595499211124, 0.28803554175147805, -0.7920393497202659, 0.6001617957480353, 0.2804493716127787, -0.740168070139967, -0.30206125112125426, -1.0564651897043893, 0.7236638208994305, 1.0287308512836801, 0.3475442422490689, -2.052717432017955]",28
"[-1.0413259350543609, 1.3227325865945117, -0.6115419610637918, 0.1990461544098222, -1.6019453369306307, 1.358362704417954, -1.9668240767466236, 0.9122418580504211, 0.34178667581321404, 0.7385525940496713, 0.9084640446954407, -0.48746630261748747, 0.16388382680706395, 0.8343790072503834, 0.6509566950397083, -0.5646173880929088, 1.1554150062138497, 0.9263504166232841]",24
"[-0.7268684911155578, -0.4665328825232556, -0.2333381745857363, -0.12237941195664602, 0.7787257706473814, -0.09042181303610006, 0.9348643182163583, -0.6109461139776362, 0.014178027582829952, 0.961233764487171, 2.5152823667266513, -0.2524694456813076, -1.222903585577278, 0.052675144989264934, 0.2366953762587262, 0.22366519478213542, 0.7732171414607477, 0.8464511706689379]",26
"[1.196835807874062, -1.4123128397596778, 1.226001408837212, -1.0447208203983014, -1.4886252100843038, 1.6473652293722814, -0.10095442583582181, -2.364568337639523, -1.3903532015735478, 0.7793704062663178, 0.3770453967506296, 0.6995551570138511, -1.5967861985784644, -0.1314071668431171, -0.7519933927340362, 0.43245283059966283, 1.7520464106249616, -0.32393318826101736]",0
"[-0.9519363187893384, -0.16921184952936363, 3.370400182278808, -0.04738046654638829, -1.1882232453324955, -2.1856751666548058, -1.2995684434307453, 1.2453546325824563, -0.718900613256972, -0.2167653679389028, 0.34660660753745803, 1.6895659119876576, -0.10032950892234718, -0.6412761591162106, 0.09011981819889142, 0.9553764190889334, -0.07088613796706589, 0.7557165224171214]",27
"[-0.7580342420410043, -0.5325895531037043, -0.6103416506002424, -0.1446558914790747, 0.34506431913292235, -0.6792343360448054, -1.4733307032418326, -0.13703208366957353, -0.08479616186702625, 0.23612297217005832, -0.11816287591976535, 0.632077121239687, -1.3734046398169357, 0.6140814677709694, -0.3690297315472215, 1.023211195256652, -0.3481771244982468, 0.4054576423898388]",0
"[-0.43427108118897184, 0.5901499824535639, -0.21353096015608894, -0.9833343516615358, 1.4778220593836953, -0.03519228685868769, 0.011938684084364914, 1.6994993929966478, 0.49731210964111117, -0.2452137054113719, 0.30680628436704105, 0.34547256288654865, -1.6573779736420684, -0.4080547173731357, 0.059103097736312483, 0.07477647055013585, -1.8715966761274032, -0.6247089356640735]",34
"[-1.0200531396790578, 1.0022958167682567, -0.6071611490260117, -1.0485484973097783, 0.9164794758520618, 2.674209796585084, 0.3245459424377958, 0.23460898014858678, 1.0965408531828997, -1.662966590983619, 0.9573690264943473, 0.26554425777181473, 0.67183496302007, 0.184256658558586, 1.0291221637046402, -0.6879231911830287, -0.2542504007432709, 1.1594858637450958]",0
"[1.061007124332966, 0.7238070999495545, -0.1694996585143272, -1.0785705394508187, 0.3724385295718285, 1.303429399111226, -0.7410861129633052, 0.5896007904764062, -0.24580883490713443, 0.7807534090771711, -0.06428838181633847, -0.28256189260292625, -1.6508295189541302, -0.8721393483134591, -1.0169813058680266, 0.7193748708105622, -1.0658756372659965, 0.8095523191089898]",10
