A,B
"[-1.09708117026644, -2.46164955857854, -1.16535576016392, -1.41607264240464, -1.08878507655313, -0.16642873857421, -1.20724272600822, -0.2869469943043, 0.52010977846475, 1.15434068497655, 1.02640174632559, 0.09222896808358, 0.04288813123737, -0.04485460172432, -0.17553674489502, -0.21744011909589, -0.2692657907817, 0.05158414410862]",56
"[-1.50135791261385, -2.58765588784956, -0.92305916559087, -1.03931796780916, -0.86253900785021, -0.17714026856574, -0.84894350510581, 0.30314600543746, 0.86428146433712, 1.18453335423586, 1.28415856860533, 0.01262832059439, -0.13388381433377, -0.05460731202926, -0.03520444547196, -0.3101402492042, -0.47449329667953, 0.23941157299031]",36
"[-1.38160038946286, -0.10429105172469, 0.06585000170662, -1.62057039549545, -0.34865385561298, -0.16328614891204, -0.82815563425352, 0.46473742133171, 1.21779944746686, 0.96142208170495, 1.02301594088805, 0.0458649872294, -0.11289432868003, -0.02634374345853, -0.09449066823869, 0.19603506110918, -0.16862388029593, 0.03134120578429]",26
"[-1.09710957933875, -2.46163063322974, -1.16532699008089, -1.41608981047308, -1.0887912225907, -0.16643078621224, -1.20723154229599, -0.28693184266553, 0.52011833754102, 1.1543412014023, 1.02640065805618, 0.0922290015454, 0.04286573216905, -0.04485567774243, -0.17552444851399, -0.21743957754066, -0.26927878870782, 0.05160004221908]",56
"[-1.96002124633559, -0.69157034272482, 0.26158753109666, -0.98097608066498, -0.66831720121184, 0.08181452672334, 0.20412045794168, 0.28638798826104, -0.04078900147208, 0.2978074083789, 0.44918537831917, -0.04282710343687, -0.14082810994457, -0.13375913580507, 0.10633065844557, -0.32499946003794, -0.48355389651635, 0.21636773704255]",28
"[-1.38160051465759, -0.10422730018298, 0.06586686226162, -1.62057120070325, -0.34864578219864, -0.16324714263703, -0.82812491748889, 0.46476581715406, 1.2178157914176, 0.96141157447598, 1.02301256322798, 0.04586243830728, -0.11289585133857, -0.0263431171984, -0.09448809748628, 0.1960458651947, -0.16861396471916, 0.03132411281882]",26
"[-1.55019157699903, -2.40031636262998, -0.42308486359483, -0.22528979194211, -0.21530005707858, -0.00606883270913, -1.02954527911701, -0.77761599606924, 0.12993225184453, 0.94998063696825, 0.62266372163711, -0.15260438449091, -0.0919025932921, -0.08381908846796, -0.19814422598417, -0.26938732041637, -0.462591042834, 0.15444596718114]",40
"[-1.0047616603217, -2.53538626949162, -1.11460332234052, -1.5083078420195, -1.00617847644018, -0.15127230602424, -0.97392911309491, 0.06122706838297, 0.73876265022596, 1.25742648642039, 1.19782221387852, 0.1189445784017, 0.08078595756288, 0.09284412050857, -0.12743161436012, -0.32418480167181, -0.49241238486024, 0.21956137202499]",40
"[-1.08623137050452, -2.49891926210128, -1.25844664896494, -1.20350330494814, -1.03367010671332, -0.15727666030128, -0.74949619575743, -0.72253457581021, 0.14049447565102, 1.0225561373524, 0.73035769201675, -0.17353760546635, 0.12434658088871, 0.12429070153293, -0.08817021931669, -0.34741585285142, -0.52166225702835, 0.22146870892726]",40
"[0.52954908878877, -0.25504832060777, -0.00196876992892, -1.70264792710681, -0.26781958888535, -1.23874311973922, -0.19917918884751, 0.16234060747429, 0.2562312533389, 1.40140307039041, 1.16377014936996, 0.13516983604869, 0.01195676360571, -0.00121309125673, -0.10905986979057, -0.30688797895895, -0.5100863747428, 0.22810107841757]",50
"[-0.93458064221036, -2.37405132734364, -1.31716327786544, -1.36271052096888, -1.22435547110929, -0.14974243609925, -0.64271790430885, 0.32232895688667, 0.87956890454865, 1.2857217317188, 1.29653099683614, 0.04828918436513, -0.05868026127027, -0.09715054385623, -0.19835591942128, -0.31228696645117, -0.52263711220377, 0.23000104013604]",36
"[-1.06041468669516, -0.77766738247417, 0.70377606788205, -1.73589590923471, -1.13444261884789, -0.56884548755384, 0.32660960265623, 0.19660952086252, -0.17551359322174, 0.70688250459106, 0.81312063849784, -0.0760508562559, -0.12743057480654, -0.20709423002947, -0.13247579433174, -0.32943782939535, -0.49593781223699, 0.21754581658258]",40
"[-0.09422181809677, -1.46243142641672, -0.84783018233369, -0.84530570208207, -2.03940431368628, -0.77710678491029, -0.73424884383601, 0.445751057087, 1.14070700164924, 1.0481479195044, 1.10918488885075, 0.00239086077413, -0.11084579710362, -0.13245274628128, 0.04946431349705, -0.34896040630347, -0.50244923875464, 0.22828837514432]",26
"[-0.29098737158459, 0.31689343403693, 0.207146710595, -0.53281144812576, -0.26776185620851, -0.09638669768576, -0.92121150812807, -0.61227825760955, 0.25516958731203, 1.04361249095826, 0.81372551336656, -0.08355176618255, -0.12084384054852, -0.08842675563026, -0.16776862259875, -0.2218371076737, -0.37948250520567, 0.04766714489966]",30
"[-1.01940132186122, -2.55716901149997, -0.91634982550175, -1.65645605797868, -0.97163184362475, -0.19155301088583, -0.77777188975811, 0.32773633804833, 0.66761858561965, 1.31681882747468, 1.25190692497596, 0.27825214077514, -0.17592076338643, -0.15187226523082, -0.26173315243647, -0.33278188647202, -0.52368277974857, 0.22677466281253]",34
"[-1.30163654402627, -2.32984853134191, -1.07829123917327, -1.2977883729692, -1.31369825305183, -0.48443746322943, -1.07506033210684, -0.10508079594822, 0.49376181854067, 1.25826743007152, 1.1238846722294, 0.20413363254547, -0.07116504074116, -0.2757872132167, -0.19587206787008, -0.38902385675029, -0.35297856355031, 0.08497247122085]",22
"[0.45126548393568, -0.34379215988511, -0.00621914346773, -1.82367169126243, -0.31546639573865, -1.2720538393757, -0.18045301617351, 0.16410096579111, 0.24567062405563, 1.41573573258252, 1.17123783547625, 0.12987366611127, 0.04426332128789, 0.04199698189676, -0.0865708574523, -0.323749460837, -0.51838851979594, 0.22607066482588]",44
"[-0.99113038164785, -2.50845705808515, -1.160067301406, -1.48183022262536, -1.03667133802227, -0.14217933534468, -0.48239179192242, 0.65656700505652, 1.40101753272335, 0.81611548156124, 0.85272408780345, -0.04490262830414, 0.03844430298213, 0.01212828661269, -0.12268403004297, -0.12503111191092, -0.18105247093784, 0.03287981939985]",56
"[-0.28361135289044, 0.03344370125967, -0.16122480552807, -0.39232680765084, -1.35680164793773, -0.30059358036671, 0.1592002952581, 0.51168411791988, 0.37737303617377, 0.04614333872891, 0.05732745274363, 0.00089140004959, -0.00636707775159, 0.08925612476534, 0.17761696034773, -0.1655661868106, -0.41258629808009, 0.18303044632747]",20
"[0.43649715415637, -0.36932530046012, -0.36079730073864, -1.73412964356727, -1.30277795816676, -0.49151942188356, -0.12752896804243, 0.49822475926253, 0.44473959856376, 1.30240983532638, 1.0872446962812, 0.21064244194996, 0.1317647563878, 0.01118006728158, -0.19231333701653, -0.38454378478713, -0.43317422146737, 0.12421267318743]",40
"[-0.46040038532429, -0.36060471787847, 0.24310672721065, -0.73768160310835, 0.521686731414, 0.52814883402409, -0.82467826164822, 0.23634439248251, 0.88681489568625, 1.25503495036873, 1.24121942613826, 0.08105493411122, -0.13172797558355, -0.14863972735927, -0.06034931480036, -0.32943231612464, -0.48923431453203, 0.2280099850136]",48
"[-0.02949204828806, -0.93799573819971, 1.11081720119504, -0.97283994553262, 0.08639559253238, -1.0949870933586, -0.88095685223272, 0.17089504746768, 0.8378149817098, 1.26040290974964, 1.23003087564044, 0.09167109753895, 0.02784988369605, 0.02040911321903, -0.16139913232344, -0.31996223764565, -0.50227551875767, 0.22298321418211]",46
"[-1.48722492824676, -2.77517039496074, -0.63548241083587, -0.81682067267998, -0.45361837858148, -0.07260662947154, -0.84458965078189, 0.31184632825399, 0.84849712647903, 1.17968954741899, 1.28305038447501, 0.02146089065744, -0.09987864237657, -0.07286382100993, -0.17006605361275, -0.18983500602276, -0.37070600967376, 0.01926890006672]",36
"[0.17060192250915, -0.36009389394576, -0.18760688230577, -1.82819969409953, -1.21616375760394, -0.88619339101125, -0.78009969563609, 0.16040932322998, 0.74738919521907, 1.31703210723874, 1.29389883693406, 0.06956294036684, 0.04431941874622, 0.06113685537183, -0.04906833587066, -0.31466386647934, -0.51429799076644, 0.22761998602932]",48
"[-0.91329515749347, -2.55824437909364, -1.19609595238017, -1.47252804890437, -1.00905666632335, -0.12457044355463, -0.83477415346803, 0.169151768078, 0.79731516427175, 1.28833152732792, 1.24112102550776, 0.11046739174913, -0.04469866803889, -0.08136626511926, -0.20404597291005, -0.31285378753108, -0.51760638464003, 0.2286784156808]",38
"[0.20279811753524, -0.28770666112187, -0.19315397835049, -1.81661701661191, -1.21223047692971, -0.90800418565844, -0.12673308734328, 0.32657644849274, 0.32786085659958, 1.39476975421062, 1.13879604196978, 0.15390270237766, 0.10335710206109, 0.07362752312099, -0.24630911397775, -0.32924947815455, -0.42587366753638, 0.17235587484917]",46
"[0.13350211140174, 0.12678066834045, -0.00809889247308, -0.05381014952647, -0.34832276538577, -0.68396594837628, 0.35811611542207, 0.90281025194931, 0.5140877516559, 0.60591781371365, 0.62004911130146, 0.16226503019589, -0.00716996669164, 0.07363100664232, 0.12639706348093, -0.26187999011337, -0.47028848740425, 0.21921921379722]",70
"[-1.06042030835567, -0.77768063448905, 0.70377225520805, -1.73590246589108, -1.13444372405191, -0.56884908440637, 0.32660941488334, 0.19660887032762, -0.17551380076968, 0.70688666439663, 0.81312558903152, -0.07604627502447, -0.12742936047482, -0.20709025442414, -0.13248066071746, -0.32944172503043, -0.49594288772583, 0.21754711079917]",40
"[0.42858106787037, -0.48614783282496, -0.10214783518194, -1.6704705846569, -0.28531935398728, -1.22776562710629, -0.8594684657913, 0.07426382130936, 0.71157791144192, 1.3229842016268, 1.26998092482478, 0.08524174400876, 0.44868997353383, -0.26613989635986, -0.57664022338584, -0.4903659201446, -0.13495111925813, -0.10693907694883]",44
"[-1.3791370615953, -2.79494061737333, -0.64990123385546, -0.18199519116809, 0.0245278706054, 0.02881512395405, -0.49600806541783, -0.39535503278629, 0.08541872227762, 0.85088464283785, 0.66419528016728, 0.00804647496826, 0.07128795309222, 0.11557421029095, 0.00053110778848, -0.2673256617056, -0.24247468372606, 0.37088407409734]",38
"[-0.86002935562307, -2.28825818518859, -1.26280024275485, -1.48405913947269, -1.29249221672018, -0.18973559151814, -0.77277186857846, 0.26352443120435, 0.78627088190719, 1.29245585710105, 1.26882925851353, 0.12946065775819, 0.14635739901517, 0.19025940752083, -0.07376696860404, -0.32786744771577, -0.48092149274089, 0.21661398893575]",38
"[-0.87894005997839, -2.19545164798573, -1.27365643424865, -1.40513819193811, -1.43369157025263, -0.29641610053541, -0.95247377218559, 0.28313276443463, 0.81978521968443, 1.12381079209942, 1.2294314154997, 0.06037290386288, 0.29201315823528, 0.07185396110269, -0.08382416294873, -0.43241090422025, -0.09128023672528, -0.05956705199198]",26
"[-1.09302320117961, -2.33585641649521, -1.23587362842058, -1.2800181818724, -1.32453221452324, -0.33606708667252, -0.6952632772039, 0.26129192422027, 0.77329781506611, 1.31668510177271, 1.2915562312469, 0.10281637682201, 0.21735095537234, 0.05684791009944, -0.15228356043598, -0.37552208886784, -0.43724226631456, 0.14489859107226]",28
"[-0.29099231097171, 0.31686593673244, 0.20714333812635, -0.53281806425633, -0.26775564195501, -0.0963967304601, -0.92120184149857, -0.61226818374436, 0.25517362670872, 1.0436154781603, 0.8137281139133, -0.08354401554761, -0.12084536233004, -0.08842761202396, -0.16776940767246, -0.22183987009044, -0.37948411887172, 0.04766876147344]",30
"[-0.86002935562307, -2.28825818518859, -1.26280024275485, -1.48405913947269, -1.29249221672018, -0.18973559151814, -0.77277186857846, 0.26352443120435, 0.78627088190719, 1.29245585710105, 1.26882925851353, 0.12946065775819, 0.14635739901517, 0.19025940752083, -0.07376696860404, -0.32786744771577, -0.48092149274089, 0.21661398893575]",38
"[-0.21916927501985, -2.45156625300216, -1.02502618843186, -1.69418491906097, -1.21306042468497, -0.3469128601331, -1.08996982103673, -0.13100272878066, 0.69027098002536, 1.19496367580947, 1.09096823286441, 0.06079271469477, 0.07334548966466, 0.17335453074771, 0.02650366808991, -0.0719209891394, -0.10505208890958, 0.01442501791773]",40
"[-0.2642085829255, -2.68760965203981, -1.2218818887348, -1.14332152253966, -1.13812754781829, -0.26247479793557, -0.99477410381051, 0.21330869218916, 0.96738595607324, 1.13451222248687, 1.13634285437127, 0.08255895860137, -0.02552380938242, 0.02852755644624, -0.0951368001749, -0.06647164017454, -0.09755031230973, 0.04120576124588]",36
"[-1.55018838834458, -2.40031450260339, -0.42308637940539, -0.22528954954859, -0.21530472857184, -0.00607049855908, -1.02954131392511, -0.77761547293227, 0.12992699353794, 0.94998246081346, 0.62266380409316, -0.15260084303856, -0.09190260532137, -0.08382101007914, -0.19814505360804, -0.26938599794115, -0.46258956244738, 0.1544460780166]",40
"[-1.37738933233542, -2.42520123163376, -1.08230108454147, -0.83401733838001, -0.80687858744825, -0.19699010279952, -0.55533495923063, -0.07004527244458, 1.04556243439923, 1.0428942038642, 0.9468195773676, -0.33804429846662, 0.50573736962057, 0.5806090606064, 0.08261530038394, -0.46017594644124, -0.48015144470042, 0.17353813588908]",14
"[-0.02948418449942, -0.93798747368625, 1.11082536994014, -0.97283795362006, 0.08638852572184, -1.09499260728808, -0.88095683744998, 0.17089170701044, 0.83781203619742, 1.26040690868583, 1.23003089515486, 0.09167315329433, 0.02784790278298, 0.02041065503906, -0.1613997219945, -0.31996545062977, -0.50227556955236, 0.22298283513201]",46
"[-1.10561326146743, -2.37214672758804, -1.27009987219491, -1.21835257333004, -1.29457028336109, -0.31788763914413, -0.7030107586475, 0.21475629967257, 0.80009656715598, 1.31832724829955, 1.30443922907982, 0.05191263417355, -0.08588371248819, -0.18140451792268, -0.25334415790671, -0.31228941085737, -0.51399328086851, 0.21820921998434]",36
"[-1.09707970716327, -2.46164023272513, -1.16534939740786, -1.41607346231666, -1.08878230808404, -0.16643162308717, -1.20722769896124, -0.28692935843975, 0.52011916831703, 1.1543438659612, 1.02640330670013, 0.09223087314559, 0.04288138379498, -0.04486027717596, -0.17553795441083, -0.21744203702191, -0.26927153871706, 0.05158689290024]",56
"[-0.29099400582991, 0.31686936916136, 0.20714389812424, -0.53281764087748, -0.26775221983085, -0.09638861293911, -0.92120572067959, -0.61227256643943, 0.25517389268343, 1.04361224117619, 0.81373196162961, -0.08355749853351, -0.12084443337346, -0.08842764941951, -0.16777003030365, -0.22183891228092, -0.37948516005403, 0.04766843039132]",30
"[-0.69289625251195, -2.16785150177449, -1.76904091790253, -0.65372717851771, -1.33444347994488, -0.4103423079207, -0.52161760205455, 0.75653996442057, 1.15155605538105, 0.7030088392116, 0.95466473430112, 0.10955166951429, 0.09604561934896, 0.02306184300809, -0.29753779282139, -0.21016267843592, -0.2750261024676, 0.09342347552827]",26
"[-0.93458334527653, -2.37405307331425, -1.31716002188296, -1.36271401002772, -1.22435499880918, -0.14974453800709, -0.64271870889353, 0.32232903339491, 0.87957020270122, 1.28572488876537, 1.29653355692085, 0.04828933875374, -0.05868226493702, -0.09715271143973, -0.19835774256722, -0.31228772171743, -0.52263856865826, 0.23000118537986]",36
"[-0.05226535613925, -0.1360433122839, 0.55914674402622, -0.2532157129231, 0.22821406594644, -0.32812768080347, -0.87878682705903, 0.2446684390215, 0.897637299998, 1.2136751926872, 1.23645523896123, 0.05934833692236, -0.22321076664032, -0.15331880322245, -0.08666079631297, -0.30154259203939, -0.5152327927519, 0.206655364063]",40
"[-0.2836095933936, 0.03344153523114, -0.16122589846922, -0.39232590795285, -1.35680028327095, -0.30059161923757, 0.15920085530281, 0.51168265253438, 0.37737259965657, 0.04614264819896, 0.05732612656394, 0.00089073482574, -0.00636499862909, 0.08925942806469, 0.17761723387635, -0.16556512951467, -0.41258485683744, 0.18303029821044]",20
"[-1.12182087293807, -2.37124700329251, -1.26750222163933, -1.18253554175181, -1.30274386489532, -0.35993454001665, -0.73627326436585, 0.27162428274194, 0.75853412241122, 1.30034849674298, 1.27597103013775, 0.12735815521274, 0.12526168418838, -0.22111158302635, -0.22495943336861, -0.46360717501699, -0.24635676613891, -0.02511440985739]",24
"[-0.1780856141906, 0.19176098707097, -0.75650421726464, -0.23048834331035, -0.53766270993815, 0.18019655102719, 0.19655358043316, 0.24327186554112, -0.04829786777263, 0.28884749215344, 0.43116114991178, -0.05840147368064, -0.3044527578847, -0.36704418513059, 0.35547695976639, 0.02601285216126, -0.09912511140628, -0.07357511894932]",30
"[-0.06996640702948, -0.1191787111917, -1.03279040089163, -0.14138468040381, 0.2611369287339, -0.10827394735361, -0.786143010637, -0.6383212936758, -0.12314684465303, 0.28271456625915, 0.13127862168678, -0.01469223536909, -0.01648858541494, 0.20636638597148, 0.30607373987864, -0.17850961292848, -0.38562044746461, 0.21849709872463]",16
"[-1.0047616603217, -2.53538626949162, -1.11460332234052, -1.5083078420195, -1.00617847644018, -0.15127230602424, -0.97392911309491, 0.06122706838297, 0.73876265022596, 1.25742648642039, 1.19782221387852, 0.1189445784017, 0.08078595756288, 0.09284412050857, -0.12743161436012, -0.32418480167181, -0.49241238486024, 0.21956137202499]",40
"[0.20277809342665, -0.28772497619214, -0.19315487496964, -1.81661042208575, -1.21222092831708, -0.90800406643355, -0.12672113165984, 0.32656962982637, 0.32784407654848, 1.39477052436467, 1.13879195531156, 0.1539034833135, 0.10335794227322, 0.0736331853485, -0.24630538188915, -0.32924900257152, -0.42586948706179, 0.17235320987943]",46
"[0.45342671340504, 0.08296473232013, -0.07055017015503, -0.96321608731739, -0.64465395642855, -0.77382611394844, 0.03052825910662, 0.71603804854492, 0.93987648186329, 0.16085272687923, 0.19103217555052, -0.01267165638342, 0.19725779032949, 0.18695550027084, -0.09167106592982, -0.05301815754623, 0.07447622284704, -0.06525195363099]",38
"[-0.40139585094748, -2.29548199438449, -1.11620238835625, -1.79216776031699, -1.22337484338495, -0.24333058130881, -0.13457672090418, 0.83370924681137, 0.58574181838979, 1.16659357971956, 1.09397945683104, 0.42337776853038, 0.09678475281178, 0.17536251568194, -0.06225161694474, -0.2096476110495, -0.2496287406044, 0.10330031461087]",46
"[-0.05697262967286, -2.18423700084934, -0.97907964538896, -1.87217445027479, -1.26767802732193, -0.36383710274121, 0.01855127065461, 0.83135934523068, 0.50240687510946, 1.15400257904515, 1.00282622927461, 0.41317966923973, -0.08207727033371, -0.15668632996218, -0.1093847831521, -0.35454327534014, -0.51713886485245, 0.22964503453952]",40
"[-0.05800558540623, -0.14398135416743, -0.12865256903161, -0.41617125602313, -0.6605406189006, -0.65006328915247, 0.41865993444214, 0.47387253128738, 0.12652687129344, -0.31565876026507, -0.22849612719644, -0.01059832949553, -0.00915734913268, 0.08369584035915, 0.13623944452137, -0.25060336052934, -0.4474998412341, 0.22201795755136]",40
"[-0.46041647216834, -0.36061351716315, 0.24311520229258, -0.7377041086047, 0.52168671357161, 0.52814772138626, -0.82468377472397, 0.23633113388944, 0.88681014193792, 1.25505184702364, 1.24122500681163, 0.08106200001527, -0.13172751387859, -0.14863253908978, -0.06032844884352, -0.32943110143195, -0.48923882925657, 0.22800922827167]",48
"[-0.54402778746285, -0.96124701108531, -1.58404052788654, -1.62371566422306, -1.46559642696967, -1.14210883439575, 0.33623191729472, 0.21518952676701, -0.17276563335192, 0.55067195606374, 0.66825132951894, -0.0710533146491, -0.13641097095366, -0.16095219628424, 0.06853601500862, -0.32040165582668, -0.48625171768656, 0.21051380053132]",20
"[-1.20952630010339, -2.34107377807624, -1.24992167390447, -0.90720727350032, -1.35122497293145, -0.51098509143703, -0.13016059423182, 0.16337626279303, 0.19588960066941, 1.48567670174821, 1.18413707785076, 0.15437042951825, -0.10443841087131, -0.02084544396375, -0.2047460571949, -0.3502830167916, -0.49881041427713, 0.21118336654613]",16
"[-0.58390385053826, -1.97840222092828, -1.77981990245574, -0.68749036627021, -1.46468396277993, -0.24684490290016, -0.11161189022448, 0.79949685469816, 1.00595024549778, 0.44512774437039, 0.61224935827234, 0.04068177369156, -0.00180365954258, 0.08069082683718, 0.09517603970136, -0.31327524583357, -0.42907467751046, 0.25130642692628]",32
"[0.33013226359121, -0.53672322348495, -0.06265625504255, -1.86341479175202, -0.37726405060284, -1.27144589810004, -1.29237500710794, -0.21672058561042, 0.58703585279043, 1.22769848019044, 1.12124882734537, 0.14279126745906, -0.0122682153706, -0.14390805304806, -0.19580215069287, -0.32774374072954, -0.51254840255104, 0.21010351305639]",36
"[0.49301591543403, -0.3788118872275, -0.02637630025582, -1.7519672293543, -0.27843442372878, -1.26112774092816, -0.93953210012722, -0.01351777978524, 0.65423800598404, 1.3207860633027, 1.24156179167049, 0.10280030355298, -0.08352938304998, -0.28679901098018, -0.20469173122566, -0.36445241652459, -0.36485147297235, 0.09729274461151]",38
"[0.54581781799591, -0.3002572683388, -0.0218436641224, -1.66689658410863, -0.2645463588687, -1.22742233685785, -0.7869523593488, 0.13206503142528, 0.73603848475676, 1.3283416001115, 1.28446509513049, 0.08090992365106, -0.04142153267971, -0.21883020670211, -0.19063621169084, -0.39442449979816, -0.38277373814977, 0.09168675334078]",50
"[0.32399381405028, -0.34575795755225, -0.00480791630907, -1.88850492823399, -0.4093593044342, -1.25764541232531, -0.97129601763395, -0.16497819559464, 0.34517605105595, 1.2914862285363, 1.0756465276321, 0.23403558904731, -0.05544888632846, -0.03593135805205, 0.05317054216981, -0.33275332231444, -0.50872919218173, 0.22767304565524]",48
"[-1.9600230508683, -0.69154342775386, 0.26159426236904, -0.98096756715707, -0.66831864360797, 0.08182624151124, 0.20414528418413, 0.28638828698876, -0.04081691628279, 0.29779123423741, 0.4491679888904, -0.04282439755931, -0.14082490703791, -0.13375553079882, 0.10633471227054, -0.3250000703439, -0.48355197951308, 0.21636643509417]",28
"[-1.38160593767877, -0.10425428861259, 0.06586293524333, -1.62056720436946, -0.34865071041905, -0.16327124384607, -0.82812037875989, 0.46476389331547, 1.21781885041429, 0.96141107119148, 1.02300748067175, 0.04587327449133, -0.11289686846088, -0.02634495744358, -0.09449071669305, 0.19603725427938, -0.1686211580143, 0.03133299323222]",26
"[-1.24236502064897, -1.50137827852622, -0.12356854623419, -2.03008280540753, -1.36760822204362, -0.8135070450272, -0.79227441564633, 0.33252077775441, 0.86653553976898, 1.18052913682366, 1.31287796117834, -0.03013248897846, -0.11707235469566, -0.1079982716651, 0.03759946081458, -0.34064040546938, -0.49999105445273, 0.23008897797138]",58
"[-1.98011531128865, -1.19744959989613, 0.04458023580743, -1.57669045449492, -0.81556963096015, -0.15510068354517, 0.34893083758338, 0.20488959170271, -0.19814572211909, 0.61176351291157, 0.73205344343909, -0.07333877722949, -0.13420700717704, -0.20419950253336, -0.10276897951356, -0.32708309187621, -0.49091294117708, 0.21629800026918]",38
"[-1.09782281644956, -2.37874300994466, -1.30056801579407, -1.1598432070951, -1.30277713714442, -0.346534666532, -0.61587661905537, 0.3086891645026, 0.84678705606713, 1.29956607823157, 1.31480537817262, 0.03639053900214, -0.10807653077393, -0.21863102448288, -0.18794407633576, -0.38561598848128, -0.45752783721405, 0.14230568333379]",16
"[-1.98012126837249, -1.19743173886011, 0.04458968464598, -1.57668595523044, -0.81556796105222, -0.15508888965888, 0.34894434259078, 0.20488815577275, -0.19815560575165, 0.61175428411944, 0.732042383816, -0.07334271990345, -0.13420685057337, -0.204200649032, -0.10276788450602, -0.32708315948983, -0.49091106616292, 0.21629519398229]",38
"[-0.99113186432076, -2.50845442288339, -1.16006051509423, -1.48183357087699, -1.03667042992606, -0.1421836996613, -0.48239251055859, 0.65656721068283, 1.40101034024193, 0.81611864589006, 0.85272863016952, -0.04490469226304, 0.0384404837795, 0.01212112900475, -0.12267887582904, -0.12503558528595, -0.18105922244099, 0.03287466766635]",56
"[0.6044331831855, -0.12951486723025, -0.01868353529536, -1.46713751123419, -0.30672849596225, -1.11894581202218, -0.95263537272259, 0.20459419017962, 0.84599756296428, 1.19293288230763, 1.22366853263203, 0.07160190271715, -0.0120776831606, -0.10281760927178, -0.14938572798166, -0.28228551572861, -0.35886838238206, 0.13512472005122]",56
"[-0.62008880255778, -0.90485309112204, -1.61110474810699, -1.62831929756737, -1.42553565165641, -0.92464192557138, -0.83423847580969, 0.31788180016079, 0.8630254139695, 1.18112586165691, 1.2952433631788, 0.00088949087378, -0.12702734496435, -0.09827285097833, -0.13597011236259, -0.3173384186446, -0.48616237830885, 0.23694574390119]",12
"[-0.0942191928488, -1.46243095688465, -0.84783190531583, -0.84530215905686, -2.03940123890404, -0.77710615099456, -0.73424816434525, 0.44575116958585, 1.1407057822961, 1.04814676912544, 1.10918499954259, 0.0023912778933, -0.11084547512856, -0.13245219663781, 0.04946588033451, -0.34896046280333, -0.50244863430997, 0.22828820542646]",26
"[-1.2479074437044, -1.53389112489877, -0.17248087164847, -2.03012579573999, -1.37139630364342, -0.81211949236583, -0.7901292543589, 0.32026614390607, 0.85634323328037, 1.18946649481554, 1.31280984705564, -0.02545340030929, -0.28859021611804, -0.24094285859762, 0.08992992704623, -0.22667651354011, -0.41130974440944, 0.13434382134041]",44
"[-0.6200923747954, -0.90484058472393, -1.61110738864322, -1.62832692052696, -1.42554346207513, -0.92464501865428, -0.83424511413735, 0.31787256836458, 0.86303126973269, 1.18112795574122, 1.29523688287587, 0.00089355736073, -0.12702929484078, -0.0982721442233, -0.13597337584258, -0.31734173934006, -0.4861667124959, 0.23694326008277]",12
"[-1.2423603558769, -1.50137499844559, -0.12357895061649, -2.03007466918608, -1.36760271907947, -0.81350668961268, -0.79227253897361, 0.33251756769516, 0.86653196180682, 1.18052573585767, 1.31287321744202, -0.03013249669633, -0.11707250409193, -0.1080001780498, 0.03759877863363, -0.34064022621101, -0.49998863132669, 0.23008894682669]",58
"[6.69132121972245, 17.64043574871272, 7.23359550653938, 11.76940817601731, 4.23655127320484, 8.32982537567686, 4.93908681327892, -2.2915266172992, -5.61587277015655, -8.32887038549157, -8.90415566325319, 0.06908212327, 0.65500386813046, 1.06139544661128, 1.9824389330812, 1.87468287558132, 3.73761754916565, -1.87758535062757]",20
"[-0.23023361527501, -0.3713435146756, -1.56593684618524, -0.42686789346215, -1.21198579445719, -0.01132669722387, 0.06903121379269, 0.2786546917134, 0.06375536281595, 0.03279081858371, 0.18762245389738, -0.04233331203369, -0.13760487892163, -0.17866781222578, 0.29381668151713, 0.0433898631002, -0.07733214657099, -0.05224633496742]",24
"[0.13349090799398, 0.1267711655927, -0.00810292690584, -0.0538182924551, -0.34833335130697, -0.68396876839094, 0.35810855949602, 0.90280985601517, 0.5140913188587, 0.60592616114814, 0.62005652794577, 0.16226677603671, -0.00716869072093, 0.07363457417617, 0.12639873371173, -0.26188152748673, -0.47029044644614, 0.21922029094564]",70
"[-1.24791502747687, -1.53389684290785, -0.17248268253383, -2.03012675566079, -1.37139320577638, -0.81211449336109, -0.79013085795299, 0.32026810040322, 0.85634558480627, 1.18946660496137, 1.31281189951692, -0.02545498428528, -0.28858901739442, -0.24094322581767, 0.08992943656414, -0.2266782730899, -0.41131055202265, 0.13434522255015]",44
"[-0.69289879382311, -2.16784788743384, -1.76903182642644, -0.65372748323749, -1.33443951067849, -0.41034117568553, -0.52161680525531, 0.7565379167, 1.15155143964887, 0.70300804456472, 0.9546637011735, 0.10955045528801, 0.09604375589022, 0.0230617005576, -0.2975368467792, -0.21015956462763, -0.27502529597254, 0.09342600262107]",26
"[0.32399800806235, -0.34575366300281, -0.00480619941933, -1.88851047816853, -0.40936613454963, -1.25764516238601, -0.971296977229, -0.16498114609508, 0.34517546100998, 1.29148199520337, 1.07564733959728, 0.23403440449456, -0.05544760454739, -0.03592552515799, 0.053176893861, -0.33275261851323, -0.50873006730197, 0.22767292038652]",48
"[-0.05696824669829, -2.18423587164865, -0.97908115843296, -1.87217586238084, -1.26767972501502, -0.36383646178839, 0.01855866402443, 0.83136286878129, 0.50240354495426, 1.15400424786521, 1.00282483377172, 0.41318032337327, -0.08207719013662, -0.1566861534549, -0.10938427489067, -0.35454322533434, -0.51713900194769, 0.22964517191945]",40
